"year","location","cause","sex","all.mx","dis.mx","bg.mx","bg.mx.all","prev.rate","age","iso3","Nx","IR","CF"
2009,"Saudi Arabia","Breast cancer","Female",0.00167828533278859,5.21912005823332e-05,0.00162609413220626,0.00162609413220626,0.00178195388903019,34,"SAU",210907.766464786,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00181384937911771,6.1698835602097e-05,0.00175215054351561,0.00175215054351561,0.00204963032412971,35,"SAU",203581.984441404,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00194941342544683,7.12064706218608e-05,0.00187820695482497,0.00187820695482497,0.00231730675922923,36,"SAU",194842.409771331,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00208497747177595,8.07141056416246e-05,0.00200426336613432,0.00200426336613432,0.00258498319432875,37,"SAU",185062.462154546,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00231194154077077,9.43606559166007e-05,0.00221758088485417,0.00221758088485417,0.00304326250640823,38,"SAU",173859.484526635,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00253890560976559,0.000108007206191577,0.00243089840357401,0.00243089840357401,0.0035015418184877,39,"SAU",162070.115643261,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00276586967876041,0.000121653756466553,0.00264421592229385,0.00264421592229385,0.00395982113056717,40,"SAU",153157.901389894,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00299283374775523,0.000135300306741529,0.0028575334410137,0.0028575334410137,0.00441810044264665,41,"SAU",144952.139294944,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00321979781675005,0.000148946857016505,0.00307085095973354,0.00307085095973354,0.00487637975472612,42,"SAU",137315.013606806,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00357617265365654,0.000170622616337639,0.0034055500373189,0.0034055500373189,0.00527361969845209,43,"SAU",130529.114885629,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00393254749056304,0.000192298375658773,0.00374024911490426,0.00374024911490426,0.00567085964217807,44,"SAU",124432.350631679,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00428892232746953,0.000213974134979908,0.00407494819248962,0.00407494819248962,0.00606809958590404,45,"SAU",118019.268572621,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00464529716437602,0.000235649894301042,0.00440964727007498,0.00440964727007498,0.00646533952963001,46,"SAU",111247.866675416,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00500167200128252,0.000257325653622176,0.00474434634766034,0.00474434634766034,0.00686257947335599,47,"SAU",104058.982569181,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00553260406866627,0.000276485334477347,0.00525611873418892,0.00525611873418892,0.00699760323832219,48,"SAU",96256.4466440107,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00606353613605002,0.000295645015332519,0.00576789112071751,0.00576789112071751,0.0071326270032884,49,"SAU",88121.628261178,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00659446820343378,0.00031480469618769,0.00627966350724609,0.00627966350724609,0.0072676507682546,50,"SAU",82284.0865073304,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00712540027081753,0.000333964377042861,0.00679143589377467,0.00679143589377467,0.0074026745332208,51,"SAU",77012.0697972505,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00765633233820128,0.000353124057898032,0.00730320828030325,0.00730320828030325,0.00753769829818701,52,"SAU",72090.0933714234,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00844351397517652,0.000368971499176884,0.00807454247599964,0.00807454247599964,0.00772951470063477,53,"SAU",67773.9791392394,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.00923069561215177,0.000384818940455735,0.00884587667169603,0.00884587667169603,0.00792133110308252,54,"SAU",63953.131746592,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.010017877249127,0.000400666381734587,0.00961721086739242,0.00961721086739242,0.00811314750553028,55,"SAU",59985.1652255616,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0108050588861023,0.000416513823013438,0.0103885450630888,0.0103885450630888,0.00830496390797804,56,"SAU",55232.7242037728,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0115922405230775,0.00043236126429229,0.0111598792587852,0.0111598792587852,0.0084967803104258,57,"SAU",49941.3595900818,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0127014573986382,0.000436634984772336,0.0122648224138659,0.0122648224138659,0.00862445544944332,58,"SAU",44344.7043224038,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.013810674274199,0.000440908705252382,0.0133697655689466,0.0133697655689466,0.00875213058846083,59,"SAU",42467.7576833468,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0149198911497597,0.000445182425732428,0.0144747087240273,0.0144747087240273,0.00887980572747835,60,"SAU",41376.5688507359,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0160291080253204,0.000449456146212474,0.015579651879108,0.015579651879108,0.00900748086649586,61,"SAU",37280.1452742472,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0171383249008812,0.00045372986669252,0.0166845950341887,0.0166845950341887,0.00913515600551338,62,"SAU",33791.5005316638,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0187365895097624,0.00046571396451695,0.0182708755452455,0.0182708755452455,0.00931821346030535,63,"SAU",30740.6380268224,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0203348541186437,0.000477698062341381,0.0198571560563023,0.0198571560563023,0.00950127091509733,64,"SAU",27735.5922373847,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.021933118727525,0.000489682160165812,0.0214434365673592,0.0214434365673592,0.0096843283698893,65,"SAU",28001.8588906649,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0235313833364062,0.000501666257990242,0.023029717078416,0.023029717078416,0.00986738582468127,66,"SAU",26242.7618246181,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0251296479452875,0.000513650355814673,0.0246159975894728,0.0246159975894728,0.0100504432794732,67,"SAU",23311.2230434817,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0278324488250618,0.000535615511493338,0.0272968333135685,0.0272968333135685,0.00993463794078001,68,"SAU",20707.3068279464,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0305352497048361,0.000557580667172004,0.0299776690376641,0.0299776690376641,0.00981883260208678,69,"SAU",17914.8012106103,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0332380505846104,0.00057954582285067,0.0326585047617597,0.0326585047617597,0.00970302726339355,70,"SAU",17676.1619001544,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0359408514643847,0.000601510978529336,0.0353393404858553,0.0353393404858553,0.00958722192470032,71,"SAU",16570.7233750717,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0386436523441589,0.000623476134208002,0.0380201762099509,0.0380201762099509,0.00947141658600709,72,"SAU",15000.1830700632,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0429455020686165,0.000645267815254558,0.0423002342533619,0.0423002342533619,0.00958996480231966,73,"SAU",12956.8068353849,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0472473517930741,0.000667059496301114,0.0465802922967729,0.0465802922967729,0.00970851301863223,74,"SAU",10333.5344605789,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0515492015175316,0.00068885117734767,0.0508603503401839,0.0508603503401839,0.0098270612349448,75,"SAU",9628.19370173754,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0558510512419892,0.000710642858394226,0.0551404083835949,0.0551404083835949,0.00994560945125737,76,"SAU",8742.07973731541,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0601529009664467,0.000732434539440781,0.0594204664270059,0.0594204664270059,0.0100641576675699,77,"SAU",7766.59892308835,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0670763562718549,0.000741577750986947,0.066334778520868,0.066334778520868,0.0101845510976918,78,"SAU",7731.35464980516,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0739998115772631,0.000750720962533112,0.07324909061473,0.07324909061473,0.0103049445278137,79,"SAU",8824.91843671783,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0809232668826713,0.000759864174079278,0.080163402708592,0.080163402708592,0.0104253379579357,80,"SAU",8480.8668589453,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0878467221880795,0.000769007385625443,0.087077714802454,0.087077714802454,0.0105457313880576,81,"SAU",7788.43130521953,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.0947701774934877,0.000778150597171609,0.0939920268963161,0.0939920268963161,0.0106661248181795,82,"SAU",6838.63453824104,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.106522116508196,0.000799739917129689,0.105722376591066,0.105722376591066,0.0103498228364526,83,"SAU",5716.14765534316,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.118274055522905,0.00082132923708777,0.117452726285817,0.117452726285817,0.0100335208547258,84,"SAU",4614.21589876206,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.130025994537613,0.00084291855704585,0.129183075980567,0.129183075980567,0.00971721887299893,85,"SAU",3566.42341620155,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.141777933552321,0.000864507877003931,0.140913425675318,0.140913425675318,0.00940091689127209,86,"SAU",2879.75903732565,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.15352987256703,0.000886097196962011,0.152643775370068,0.152643775370068,0.00908461490954524,87,"SAU",2410.71572699699,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.168061793398467,0.00092243121990234,0.167139362178565,0.167139362178565,0.00883513445285323,88,"SAU",1971.34705425911,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.182593714229904,0.000958765242842668,0.181634948987061,0.181634948987061,0.00858565399616121,89,"SAU",1594.15956413657,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.197125635061341,0.000995099265782996,0.196130535795558,0.196130535795558,0.0083361735394692,90,"SAU",1271.59859925733,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.211657555892778,0.00103143328872332,0.210626122604055,0.210626122604055,0.00808669308277718,91,"SAU",997.452759885317,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.226189476724216,0.00106776731166365,0.225121709412552,0.225121709412552,0.00783721262608517,92,"SAU",772.525042272405,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.248353541266779,0.00110281083838511,0.247250730428394,0.247250730428394,0.00781130374046702,93,"SAU",584.211859162364,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.270517605809343,0.00113785436510656,0.269379751444236,0.269379751444236,0.00778539485484887,94,"SAU",436.513706805654,0,0
2009,"Saudi Arabia","Breast cancer","Female",0.292681670351907,0.00117289789182802,0.291508772460079,0.291508772460079,0.00775948596923072,95,"SAU",959.263495800526,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00263331992364379,0,0.00263331992364379,0.00263331992364379,0,2,"SAU",248386.137042676,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00216106815424233,0,0.00216106815424233,0.00216106815424233,0,3,"SAU",248570.099436959,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00168881638484087,0,0.00168881638484087,0.00168881638484087,0,4,"SAU",249425.538758687,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00121656461543941,0,0.00121656461543941,0.00121656461543941,0,5,"SAU",251215.298756869,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000744312846037947,0,0.000744312846037947,0.000744312846037947,0,6,"SAU",253756.273366868,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000272061076636486,0,0.000272061076636486,0.000272061076636486,0,7,"SAU",257051.489233676,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000283146593210937,0,0.000283146593210937,0.000283146593210937,0,8,"SAU",260680.943774187,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000294232109785388,0,0.000294232109785388,0.000294232109785388,0,9,"SAU",264187.844576573,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000305317626359839,0,0.000305317626359839,0.000305317626359839,0,10,"SAU",266120.070812829,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00031640314293429,0,0.00031640314293429,0.00031640314293429,0,11,"SAU",268090.309871566,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000327488659508742,0,0.000327488659508742,0.000327488659508742,0,12,"SAU",270134.54447807,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000461568270589791,2.13072711465358e-08,0.000461546963318644,0.000461546963318644,6.89141236468055e-07,13,"SAU",272644.38288843,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00059564788167084,4.26145422930717e-08,0.000595605267128547,0.000595605267128547,1.37828247293611e-06,14,"SAU",276478.968318317,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00072972749275189,6.39218134396075e-08,0.00072966357093845,0.00072966357093845,2.06742370940417e-06,15,"SAU",279058.220789552,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000863807103832939,8.52290845861434e-08,0.000863721874748353,0.000863721874748353,2.75656494587222e-06,16,"SAU",282300.006308186,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.000997886714913989,1.06536355732679e-07,0.000997780178558256,0.000997780178558256,3.44570618234028e-06,17,"SAU",286702.59591093,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00111948735796679,1.06507156907506e-07,0.00111938085080989,0.00111938085080989,3.480507185188e-06,18,"SAU",293428.621609604,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0012410880010196,1.06477958082333e-07,0.00124098152306151,0.00124098152306151,3.51530818803572e-06,19,"SAU",302364.511992922,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0013626886440724,1.0644875925716e-07,0.00136258219531314,0.00136258219531314,3.55010919088344e-06,20,"SAU",308851.346058013,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0014842892871252,1.06419560431987e-07,0.00148418286756477,0.00148418286756477,3.58491019373116e-06,21,"SAU",314831.510558302,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00160588993017801,1.06390361606814e-07,0.0016057835398164,0.0016057835398164,3.61971119657888e-06,22,"SAU",320276.239212702,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00164033854783577,1.06323942453506e-07,0.00164023222389332,0.00164023222389332,3.67174421643933e-06,23,"SAU",322779.090263356,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00167478716549354,1.06257523300198e-07,0.00167468090797024,0.00167468090797024,3.72377723629978e-06,24,"SAU",322010.006648907,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0017092357831513,1.06191104146889e-07,0.00170912959204715,0.00170912959204715,3.77581025616024e-06,25,"SAU",319551.19601367,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00174368440080906,1.06124684993581e-07,0.00174357827612407,0.00174357827612407,3.82784327602069e-06,26,"SAU",319307.347628071,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00177813301846683,1.06058265840272e-07,0.00177802696020099,0.00177802696020099,3.87987629588115e-06,27,"SAU",321649.729313609,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00184764758081124,1.0685704430508e-07,0.00184754072376693,0.00184754072376693,3.87429972826052e-06,28,"SAU",327268.240491576,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00191716214315564,1.07655822769889e-07,0.00191705448733287,0.00191705448733287,3.86872316063989e-06,29,"SAU",336031.305278523,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00198667670550005,1.08454601234697e-07,0.00198656825089882,0.00198656825089882,3.86314659301926e-06,30,"SAU",340488.994936712,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00205619126784446,1.09253379699505e-07,0.00205608201446476,0.00205608201446476,3.85757002539863e-06,31,"SAU",343268.906451652,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00212570583018887,1.10052158164313e-07,0.00212559577803071,0.00212559577803071,3.851993457778e-06,32,"SAU",343806.173545191,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00225026330962289,1.30542503754581e-07,0.00225013276711913,0.00225013276711913,4.28937482920014e-06,33,"SAU",339695.806728123,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0023748207890569,1.51032849344849e-07,0.00237466975620756,0.00237466975620756,4.72675620062228e-06,34,"SAU",331561.739152822,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00249937826849092,1.71523194935117e-07,0.00249920674529598,0.00249920674529598,5.16413757204442e-06,35,"SAU",324268.757983539,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00262393574792494,1.92013540525385e-07,0.00262374373438441,0.00262374373438441,5.60151894346656e-06,36,"SAU",313759.967597954,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00274849322735895,2.12503886115652e-07,0.00274828072347284,0.00274828072347284,6.0389003148887e-06,37,"SAU",301035.329923902,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00300551662356465,2.6396498398853e-07,0.00300525265858066,0.00300525265858066,7.21012495212707e-06,38,"SAU",283620.00744748,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00326254001977034,3.15426081861407e-07,0.00326222459368848,0.00326222459368848,8.38134958936543e-06,39,"SAU",263572.360010552,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00351956341597604,3.66887179734284e-07,0.0035191965287963,0.0035191965287963,9.55257422660379e-06,40,"SAU",249495.28710418,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00377658681218174,4.18348277607161e-07,0.00377616846390413,0.00377616846390413,1.07237988638422e-05,41,"SAU",235809.680055595,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00403361020838743,4.69809375480038e-07,0.00403314039901195,0.00403314039901195,1.18950235010805e-05,42,"SAU",222558.844667747,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00448326918604337,5.92968174559849e-07,0.00448267621786881,0.00448267621786881,1.42196901517219e-05,43,"SAU",211257.440598839,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00493292816369931,7.1612697363966e-07,0.00493221203672567,0.00493221203672567,1.65443568023632e-05,44,"SAU",201905.561933106,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00538258714135525,8.39285772719471e-07,0.00538174785558253,0.00538174785558253,1.88690234530045e-05,45,"SAU",194812.450074611,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00583224611901119,9.62444571799282e-07,0.00583128367443939,0.00583128367443939,2.11936901036459e-05,46,"SAU",185066.124663679,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00628190509666712,1.08560337087909e-06,0.00628081949329624,0.00628081949329624,2.35183567542872e-05,47,"SAU",172609.739671326,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00697620539169267,1.23323443032923e-06,0.00697497215726235,0.00697497215726235,2.55332973811724e-05,48,"SAU",157199.600907257,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00767050568671823,1.38086548977936e-06,0.00766912482122845,0.00766912482122845,2.75482380080576e-05,49,"SAU",140113.914584641,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00836480598174378,1.5284965492295e-06,0.00836327748519455,0.00836327748519455,2.95631786349429e-05,50,"SAU",129736.132824477,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00905910627676933,1.67612760867964e-06,0.00905743014916065,0.00905743014916065,3.15781192618281e-05,51,"SAU",121540.530836087,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.00975340657179488,1.82375866812977e-06,0.00975158281312675,0.00975158281312675,3.35930598887133e-05,52,"SAU",114867.586294159,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0108152836005054,2.12019405686045e-06,0.0108131634064485,0.0108131634064485,3.79784912560862e-05,53,"SAU",110482.294868169,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0118771606292159,2.41662944559114e-06,0.0118747439997703,0.0118747439997703,4.2363922623459e-05,54,"SAU",107864.300906646,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0129390376579264,2.71306483432182e-06,0.0129363245930921,0.0129363245930921,4.67493539908319e-05,55,"SAU",100540.518199299,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0140009146866369,3.0095002230525e-06,0.0139979051864139,0.0139979051864139,5.11347853582048e-05,56,"SAU",87874.7516270885,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0150627917153475,3.30593561178318e-06,0.0150594857797357,0.0150594857797357,5.55202167255776e-05,57,"SAU",72380.4378318987,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0165801560195596,3.71079718468695e-06,0.0165764452223749,0.0165764452223749,6.19268359789688e-05,58,"SAU",56981.1859007831,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0180975203237717,4.11565875759071e-06,0.0180934046650141,0.0180934046650141,6.833345523236e-05,59,"SAU",79942.8571772799,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0196148846279837,4.52052033049447e-06,0.0196103641076533,0.0196103641076533,7.47400744857512e-05,60,"SAU",61680.489302384,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0211322489321958,4.92538190339824e-06,0.0211273235502924,0.0211273235502924,8.11466937391424e-05,61,"SAU",53621.4285550455,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0226496132364079,5.330243476302e-06,0.0226442829929316,0.0226442829929316,8.75533129925336e-05,62,"SAU",47992.0174944633,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0248244490853237,5.99014949034405e-06,0.0248184589358334,0.0248184589358334,9.69214657775435e-05,63,"SAU",44501.184373293,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0269992849342395,6.6500555043861e-06,0.0269926348787351,0.0269926348787351,0.000106289618562553,64,"SAU",43219.03779911,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0291741207831552,7.30996151842814e-06,0.0291668108216368,0.0291668108216368,0.000115657771347563,65,"SAU",40737.7690011628,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.031348956632071,7.96986753247019e-06,0.0313409867645385,0.0313409867645385,0.000125025924132573,66,"SAU",37255.5597405584,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0335237924809867,8.62977354651224e-06,0.0335151627074402,0.0335151627074402,0.000134394076917583,67,"SAU",33265.9448579831,0,0
2009,"Saudi Arabia","Breast cancer","Male",0.0368705475596581,9.1931803696043e-06,0.0368613543792884,0.0368613543792884,0.000139895844748217,68,"SAU",29679.8148107213,0,0
